CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,address,location,point,Latitude,Longitude,Altitude
350081,SANATORIO DERMATOLÓGICO REGIONAL,"HOYA DEL PARRADO, 2 (TAFIRA ALTA)",928350354.0,,928350100.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035017,54,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,S,,S,rosafr@instituto-as.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"HOYA DEL PARRADO, 2 (TAFIRA ALTA),Palmas de Gran Canaria, Las,035017","Plaza de Tafira Alta 2, Las Palmas de Gran Canaria, Canarias 35017, Spain","(28.0580126, -15.4611099, 0.0)",28.0580126,-15.4611099,0.0
350115,FUNDACIÓN BENÉFICA CANARIA CASA ASILO SAN JOSÉ,"PADRE CUETO, 26",928263708.0,928263720.0,928264393.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035008,66,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,S,ifernandez@hospitalsanjose.es,0,0,0,0,0,0,0,0,0,0,1,0,0,"PADRE CUETO, 26,Palmas de Gran Canaria, Las,035008","Calle Padre Cueto 26, Las Palmas de Gran Canaria, Canarias 35008, Spain","(28.1430838, -15.4325656, 0.0)",28.1430838,-15.4325656,0.0
350120,VITHAS HOSPITAL SANTA CATALINA,"LEÓN Y CASTILLO, 292",928297151.0,,928233485.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035005,152,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,infolaspalmas@vithas.es,1,2,0,1,1,1,0,0,0,0,1,1,0,"LEÓN Y CASTILLO, 292,Palmas de Gran Canaria, Las,035005","Calle León y Castillo 292, Las Palmas de Gran Canaria, Canarias 35005, Spain","(28.1268036, -15.4297876, 0.0)",28.1268036,-15.4297876,0.0
350154,"HOSPITAL POLICLÍNICO LA PALOMA, S.A.","MAESTRO VALLE, 20",928234466.0,691237088.0,928242840.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035005,108,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,fernandojimenezdelcampo@hospitallapaloma.com,1,1,0,0,0,0,0,0,0,0,1,0,0,"MAESTRO VALLE, 20,Palmas de Gran Canaria, Las,035005","Calle Maestro Valle 20, Las Palmas de Gran Canaria, Canarias 35005, Spain","(28.1264928, -15.4322432, 0.0)",28.1264928,-15.4322432,0.0
350167,"INSTITUTO POLICLÍNICO CAJAL, S.L.","SENADOR CASTILLO OLIVARES, 15",928369166.0,928369366.0,928363475.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035003,136,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info@clinicacajal.es,1,1,0,0,0,0,0,0,0,0,1,0,0,"SENADOR CASTILLO OLIVARES, 15,Palmas de Gran Canaria, Las,035003","Calle Senador Castillo Olivares 15, Las Palmas de Gran Canaria, Canarias 35003, Spain","(28.1100226, -15.421425, 0.0)",28.1100226,-15.421425,0.0
350173,HOSPITAL SAN ROQUE LAS PALMAS DE GRAN CANARIA,"DOLORES DE LA ROCHA, 5",928012630.0,928012615.0,928316048.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035001,162,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccionmedica@hospitalessanroque.com,1,2,3,1,1,1,0,1,3,1,1,1,0,"DOLORES DE LA ROCHA, 5,Palmas de Gran Canaria, Las,035001","Calle Dolores de la Rocha 5, Las Palmas de Gran Canaria, Canarias 35001, Spain","(28.0990195, -15.4133842, 0.0)",28.0990195,-15.4133842,0.0
350192,CLÍNICA BANDAMA,"LA TORNERA, 16 (TAFIRA ALTA)",928350050.0,928350054.0,928353264.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035017,64,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,bandama@clinicabandama.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"LA TORNERA, 16 (TAFIRA ALTA),Palmas de Gran Canaria, Las,035017","Carretera de Tafira Alta 16, Las Palmas de Gran Canaria, Canarias 35017, Spain","(28.067389, -15.4569017, 0.0)",28.067389,-15.4569017,0.0
350206,HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,"LEÓN Y CASTILLO, 407",928499900.0,928499910.0,928266627.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035007,187,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jpetit@hpshospitales.com,1,2,0,1,1,0,0,0,0,0,1,1,0,"LEÓN Y CASTILLO, 407,Palmas de Gran Canaria, Las,035007","Calle León y Castillo 407, Las Palmas de Gran Canaria, Canarias 35007, Spain","(28.137408, -15.4301996, 0.0)",28.137408,-15.4301996,0.0
350228,HOSPITAL DOCTOR JOSÉ MOLINA OROSA,"CTRA. ARRECIFE-TINAJO, KM. 1,3",928595103.0,,928815034.0,350043,Arrecife,35,LAS PALMAS,5,CANARIAS,035500,292,1,GENERAL,1,SEGURIDAD SOCIAL,8,SERVICIO CANARIO DE SALUD,S,N,N,,N,N,N,,N,ftolrod@gobiernodecanarias.org,1,1,0,0,0,0,0,0,0,0,1,0,9,"CTRA. ARRECIFE-TINAJO, KM. 1,3,Arrecife,035500","Carretera Arrecife a Tinajo 1, San Bartolomé, Canarias 35550, Spain","(29.0034658, -13.6094474, 0.0)",29.0034658,-13.6094474,0.0
350249,HOSPITAL INSULAR DE LANZAROTE,"JUAN DE QUESADA, S/N",928810000.0,,928812263.0,350043,Arrecife,35,LAS PALMAS,5,CANARIAS,035500,80,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,S,N,N,,N,N,N,,S,domingodeguzman@cabildodelanzarote.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"JUAN DE QUESADA, S/N,Arrecife,035500","Arrecife, Canary Islands, Spain","(28.95950698852539, -13.547600746154785, 0.0)",28.95950698852539,-13.547600746154785,0.0
350252,HOSPITAL GENERAL DE FUERTEVENTURA,"CTRA. AEROPUERTO, KM. 1",928862000.0,928862298.0,928862137.0,350173,Puerto del Rosario,35,LAS PALMAS,5,CANARIAS,035600,131,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,N,,N,N,N,,N,gerenciafue.scs@gobiernodecanarias.org,1,1,0,0,0,0,0,0,0,0,1,0,14,"CTRA. AEROPUERTO, KM. 1,Puerto del Rosario,035600","Carretera Aeropuerto, Puerto del Rosario, Canarias 35600, Spain","(28.4955146681245, -13.8647369661924, 0.0)",28.4955146681245,-13.8647369661924,0.0
350265,"QUINTA MÉDICA DE REPOSO, S.A.","PALMA ROMERO, 7",928640050.0,,928641407.0,350213,Santa Brígida,35,LAS PALMAS,5,CANARIAS,035300,78,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,admision@quintamedica.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"PALMA ROMERO, 7,Santa Brígida,035300","Camino Palma Romero 7, Santa Brígida, Canarias 35308, Spain","(28.02915766645245, -15.499776912405993, 0.0)",28.02915766645245,-15.499776912405993,0.0
350271,HOSPITAL DE SAN ROQUE GUÍA,"CUESTA DE CARABALLO, 1",928882000.0,,928888221.0,350234,Santa María de Guía de Gran Canaria,35,LAS PALMAS,5,CANARIAS,035450,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,N,N,S,350332.0,N,N,N,,N,hospitaldrnegrin@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"CUESTA DE CARABALLO, 1,Santa María de Guía de Gran Canaria,035450","Lugar Diseminado Cuesta de Caraballo 1, Santa María de Guía de Gran Canaria, Canarias 35457, Spain","(28.129371751149304, -15.625778230403384, 0.0)",28.129371751149304,-15.625778230403384,0.0
350287,HOSPITAL CIUDAD DE TELDE,"MISTER BLISSE, S/N  URB. LA ESTRELLA",928707555.0,,928707554.0,350265,Telde,35,LAS PALMAS,5,CANARIAS,035212,219,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,contabilidad.hct@grupoicot.es,1,1,0,0,0,0,0,0,0,0,0,0,0,"MISTER BLISSE, S/N  URB. LA ESTRELLA,Telde,035212","Telde, Canary Islands, Spain","(28.01481056213379, -15.384244918823242, 0.0)",28.01481056213379,-15.384244918823242,0.0
350290,COMPLEJO HOSPITALARIO UNIVERSITARIO INSULAR-MATERNO INFANTIL,"AV. MARÍTIMA DEL SUR, S/N",928444000.0,928445000.0,928444732.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035016,916,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,S,N,,N,N,S,,N,gerenchuimi.scs@gobiernodecanarias.org,3,2,3,1,2,1,0,0,3,0,3,1,20,"AV. MARÍTIMA DEL SUR, S/N,Palmas de Gran Canaria, Las,035016","Avenida Marítima del Sur, Las Palmas de Gran Canaria, Canarias 35016, Spain","(28.07210194373, -15.4165842204644, 0.0)",28.07210194373,-15.4165842204644,0.0
350304,HOSPITAL CLÍNICA ROCA (ROCA GESTIÓN HOSPITALARIA),"BUGANVILLA, 1 (SAN AGUSTÍN)",928769004.0,,928761248.0,350192,San Bartolomé de Tirajana,35,LAS PALMAS,5,CANARIAS,035100,81,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,info@clinicaroca.com,1,1,0,0,0,0,0,0,0,0,2,1,6,"BUGANVILLA, 1 (SAN AGUSTÍN),San Bartolomé de Tirajana,035100","Paseo de Playa San Agustín 1, San Bartolomé de Tirajana, Canarias 35100, Spain","(27.767711760805145, -15.549743481802748, 0.0)",27.767711760805145,-15.549743481802748,0.0
350311,HOSPITAL UNIVERSITARIO  DE GRAN CANARIA DR. NEGRÍN,"BARRANCO DE LA BALLENA, S/N",928450001.0,928450108.0,928449085.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,S,350332.0,N,N,S,,N,hospitaldrnegrin@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,"BARRANCO DE LA BALLENA, S/N,Palmas de Gran Canaria, Las,035010","Barranco de la Ballena, Las Palmas de Gran Canaria, Canarias 35019, Spain","(28.1201161429062, -15.4430894927331, 0.0)",28.1201161429062,-15.4430894927331,0.0
350326,HOSPITEN LANZAROTE (CLÍNICAS DEL SUR S.L.U.),"LOMO GORDO, S/N",928596100.0,,928515635.0,350287,Tías,35,LAS PALMAS,5,CANARIAS,035510,61,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,lanzarote@hospiten.com,1,1,0,0,0,0,0,0,0,0,1,1,0,"LOMO GORDO, S/N,Tías,035510","San Bartolomé de Tirajana, Canary Islands, Spain","(27.78080177307129, -15.602523803710938, 0.0)",27.78080177307129,-15.602523803710938,0.0
350332,COMPLEJO HOSPITALARIO UNIVERSITARIO DE GRAN CANARIA DR. NEGRÍN,BARRANCO DE LA BALLENA S/N,928450001.0,,928449085.0,350167,"Palmas de Gran Canaria, Las",35,LAS PALMAS,5,CANARIAS,035010,828,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,S,N,,N,N,S,,N,hospitaldrnegrin@gobiernodecanarias.org,2,2,2,3,4,1,0,5,2,1,1,1,89,"BARRANCO DE LA BALLENA S/N,Palmas de Gran Canaria, Las,035010","Barranco de la Ballena, Las Palmas de Gran Canaria, Canarias 35019, Spain","(28.1201161429062, -15.4430894927331, 0.0)",28.1201161429062,-15.4430894927331,0.0
350367,HOSPITAL SAN ROQUE MASPALOMAS,"MAR DE SIBERIA, 1",928063600.0,,928063644.0,350192,San Bartolomé de Tirajana,35,LAS PALMAS,5,CANARIAS,035100,147,1,GENERAL,8,MUNICIPIO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,sebastian.sanso@hospitalessanroque.com,1,1,0,0,0,1,0,0,0,0,1,1,14,"MAR DE SIBERIA, 1,San Bartolomé de Tirajana,035100","Calle del Mar de Siberia 1, San Bartolomé de Tirajana, Canarias 35100, Spain","(27.7499328, -15.6077173, 0.0)",27.7499328,-15.6077173,0.0
350389,CLÍNICA PARQUE FUERTEVENTURA,"LEÓN Y CASTILLO, ESQ. SECUNDINO ALONSO, S/N",928851500.0,,928532113.0,350173,Puerto del Rosario,35,LAS PALMAS,5,CANARIAS,035600,12,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,N,fuerteventura@parquehospitales.es,1,1,0,0,0,0,0,0,0,0,1,0,0,"LEÓN Y CASTILLO, ESQ. SECUNDINO ALONSO, S/N,Puerto del Rosario,035600","Puerto del Rosario, Canary Islands, Spain","(28.496503829956055, -13.86220645904541, 0.0)",28.496503829956055,-13.86220645904541,0.0
350390,CLINICA JORGANI,AVDA ISLAS CANARIAS 5. C.C. CALIPSO.,928346868.0,,928346363.0,350249,Teguise,35,LAS PALMAS,5,CANARIAS,035508,11,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,recepcion@cmjorgani.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA ISLAS CANARIAS 5. C.C. CALIPSO.,Teguise,035508","Canary Islands, Spain","(28.290523529052734, -16.55661964416504, 0.0)",28.290523529052734,-16.55661964416504,0.0
360010,HOSPITAL UNIVERSITARIO MONTECELO,"MOURENTE, S/N",986800000.0,,986800004.0,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,036071,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360340.0,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"MOURENTE, S/N,Pontevedra,036071","Pontevedra, Galicia, Spain","(42.43357467651367, -8.648114204406738, 0.0)",42.43357467651367,-8.648114204406738,0.0
360025,HOSPITAL PROVINCIAL DE PONTEVEDRA,"DOCTOR LOUREIRO CRESPO, 002",986800000.0,,986800001.0,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,036004,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360340.0,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"DOCTOR LOUREIRO CRESPO, 002,Pontevedra,036004","Pontevedra, Galicia, Spain","(42.43357467651367, -8.648114204406738, 0.0)",42.43357467651367,-8.648114204406738,0.0
360031,HESTIA SANTA MARIA,"SANTA MARIA (DE), 9",986856562.0,610527859.0,986853619.0,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,036002,70,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,HESTIASANTAMARIA@HESTIASANTAMARIA.ORG,0,0,0,0,0,0,0,0,0,0,0,0,0,"SANTA MARIA (DE), 9,Pontevedra,036002","Calle Santa María 9, San Cristóbal de la Laguna, Canarias 38108, Spain","(28.441686, -16.2991477, 0.0)",28.441686,-16.2991477,0.0
360059,HOSPITAL QUIRONSALUD MIGUEL DOMINGUEZ,"FRAY JUAN NAVARRETE, 9",986856800.0,,986864122.0,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,036001,127,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,INFO@GRUPOHMD.COM,1,2,0,0,0,0,0,0,0,0,1,1,0,"FRAY JUAN NAVARRETE, 9,Pontevedra,036001","Calle de Fray Juan Navarrete 9, Pontevedra, Galicia / Galiza 36001, Spain","(42.4292935, -8.6422448, 0.0)",42.4292935,-8.6422448,0.0
360101,INSTITUTO DE NEURO-REHABILITACION QUIRONSALUD PONTEVEDRA,"ANDURIQUE, 11",986856800.0,,986864122.0,360412,Poio,36,PONTEVEDRA,12,GALICIA,036163,30,14,OTROS MONOGRÁFICOS,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,INFO@GRUPOHMD.COM,0,0,0,0,0,0,0,0,0,0,0,0,0,"ANDURIQUE, 11,Poio,036163","Avenida de Andurique 11, Poio, Galicia / Galiza 36163, Spain","(42.43255199026872, -8.661925266555519, 0.0)",42.43255199026872,-8.661925266555519,0.0
360118,HOSPITAL MEIXOEIRO,"RUA DO MEIXOEIRO, S/N",986811111.0,,986276416.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036200,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360368.0,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"RUA DO MEIXOEIRO, S/N,Vigo,036200","Camiño do Meixoeiro, Vigo, Galicia / Galiza 36215, Spain","(42.2198263038666, -8.6783622872886, 0.0)",42.2198263038666,-8.6783622872886,0.0
360157,HOSPITAL NICOLAS PEÑA,"CAMELIAS, 109",986219115.0,986219114.0,986219124.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036211,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360368.0,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAMELIAS, 109,Vigo,036211","Avenida Camelias 109, Vigo, Galicia / Galiza 36211, Spain","(42.22535524174185, -8.729569413498972, 0.0)",42.22535524174185,-8.729569413498972,0.0
360160,"FREMAP, HOSPITAL DE VIGO","FELICIANO ROLAN, 12",986413033.0,,986413099.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036203,17,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,N,N,N,,N,N,N,,N,HOSPITALDEVIGO@FREMAP.ES,0,0,0,0,0,0,0,0,0,0,0,0,0,"FELICIANO ROLAN, 12,Vigo,036203","Calle de Feliciano Rolán 12, Vigo, Galicia / Galiza 36203, Spain","(42.2286763, -8.7276492, 0.0)",42.2286763,-8.7276492,0.0
360182,HOSPITAL POVISA,"SALAMANCA, 5",986413144.0,,986421439.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036211,573,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,N,,S,POVISA@POVISA.ES,2,3,1,1,1,1,0,1,1,0,1,0,23,"SALAMANCA, 5,Vigo,036211","Calle de Salamanca 5, Vigo, Galicia / Galiza 36211, Spain","(42.2234565, -8.7275904, 0.0)",42.2234565,-8.7275904,0.0
360195,HOSPITAL HM VIGO,"MANUEL OLIVIE, 11",986411466.0,,986485510.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036203,12,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,PJGARCIA@HMHOSPITALES.COM,1,1,0,0,0,0,0,0,0,0,1,0,0,"MANUEL OLIVIE, 11,Vigo,036203","Calle de Manuel Olivie 11, Vigo, Galicia / Galiza 36203, Spain","(42.2295147, -8.7220898, 0.0)",42.2295147,-8.7220898,0.0
360209,VITHAS HOSPITAL NOSA SEÑORA DE FATIMA,"VIA NORTE, 48",986821100.0,,986480062.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036206,200,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,INFOVIGO@VITHAS.ES,1,1,1,1,0,1,0,0,1,0,1,0,5,"VIA NORTE, 48,Vigo,036206","Calle Vía Norte 48, Vigo, Galicia / Galiza 36204, Spain","(42.234644595525566, -8.708935222619193, 0.0)",42.234644595525566,-8.708935222619193,0.0
360216,CONCHEIRO CENTRO MEDICO QUIRURGICO,"MADRID, 4",986413244.0,,986419908.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036204,40,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,ACONCHEIRO@CENTROMEDICOCONCHEIRO.COM,0,0,0,0,0,0,0,0,0,0,0,0,0,"MADRID, 4,Vigo,036204","Avenida de Madrid 4, Vigo, Galicia / Galiza 36204, Spain","(42.2283067, -8.7190269, 0.0)",42.2283067,-8.7190269,0.0
360255,CENTRO MEDICO PINTADO,"HISPANIDADE, 40",986413300.0,,986412968.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036203,12,5,MATERNO-INFANTIL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"HISPANIDADE, 40,Vigo,036203","Via Vigo 40, Sovizzo, Veneto 36050, Italy","(45.54394, 11.41122, 0.0)",45.54394,11.41122,0.0
360268,SANATORIO PSIQUIATRICO SAN JOSE,"TOMAS A ALONSO, 89",986235606.0,,986211249.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036208,48,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,PSSANJOSE@HOTMAIL.COM,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOMAS A ALONSO, 89,Vigo,036208","Calle de Tomás Alonso 89, Vigo, Galicia / Galiza 36208, Spain","(42.223947755582046, -8.737933248378313, 0.0)",42.223947755582046,-8.737933248378313,0.0
360274,CLINICA RESIDENCIA EL PINAR,"VELLA MADRID, 120",986266400.0,,986267733.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036214,84,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,GERENCIA@HOSPITALELPINAR.COM,0,0,0,0,0,0,0,0,0,0,0,0,0,"VELLA MADRID, 120,Vigo,036214","Estrada Vella de Madrid 120, Vigo, Galicia / Galiza 36214, Spain","(42.2207396, -8.6817169, 0.0)",42.2207396,-8.6817169,0.0
360340,COMPLEXO HOSPITALARIO UNIVERSITARIO DE PONTEVEDRA,"MOURENTE, S/N",986800000.0,,986800004.0,360388,Pontevedra,36,PONTEVEDRA,12,GALICIA,036071,605,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,S,,N,,2,1,0,1,1,0,0,0,0,0,2,0,45,"MOURENTE, S/N,Pontevedra,036071","Pontevedra, Galicia, Spain","(42.43357467651367, -8.648114204406738, 0.0)",42.43357467651367,-8.648114204406738,0.0
360353,HOSPITAL DO SALNES (*),"HOSPITAL DO SALNES, 30",986568000.0,,986568001.0,360600,Vilagarcía de Arousa,36,PONTEVEDRA,12,GALICIA,036619,122,1,GENERAL,6,COMUNIDAD AUTÓNOMA,7,SERVICIO GALLEGO DE SALUD-SERGAS,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,0,"HOSPITAL DO SALNES, 30,Vilagarcía de Arousa,036619","Rúa Hospital do Salnés, Rubians, Galicia / Galiza 36619, Spain","(42.5745191010518, -8.72612616778147, 0.0)",42.5745191010518,-8.72612616778147,0.0
360368,COMPLEXO HOSPITALARIO UNIVERSITARIO DE VIGO,"CLARA CAMPOAMOR, 341",986816000.0,,986816029.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036312,1273,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,N,,N,,7,3,3,2,4,0,0,4,3,1,3,1,68,"CLARA CAMPOAMOR, 341,Vigo,036312","Carretera de Clara Campoamor, Vigo, Galicia / Galiza 36213, Spain","(42.1964793629912, -8.71819811879454, 0.0)",42.1964793629912,-8.71819811879454,0.0
360379,HOSPITAL UNIVERSITARIO ALVARO CUNQUEIRO,"CLARA CAMPOAMOR, 341",986811111.0,,986825173.0,360577,Vigo,36,PONTEVEDRA,12,GALICIA,036312,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,360368.0,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,"CLARA CAMPOAMOR, 341,Vigo,036312","Carretera de Clara Campoamor, Vigo, Galicia / Galiza 36213, Spain","(42.1964793629912, -8.71819811879454, 0.0)",42.1964793629912,-8.71819811879454,0.0
370016,COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA,"Pº DE SAN VICENTE, 58-182",923291100.0,,923291131.0,372745,Salamanca,37,SALAMANCA,7,CASTILLA Y LEÓN,037007,914,1,GENERAL,9,ENTIDADES PÚBLICAS,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,S,N,,N,N,S,,N,gerencia.husa@saludcastillayleon.es,3,4,3,2,3,0,0,2,1,1,5,1,53,"Pº DE SAN VICENTE, 58-182,Salamanca,037007","Paseo de San Vicente 58, Salamanca, Castilla y León 37007, Spain","(40.9641127, -5.6730016, 0.0)",40.9641127,-5.6730016,0.0
370037,HOSPITAL UNIVERSITARIO DE SALAMANCA,"Pº DE SAN VICENTE, 58-182",923291100.0,923291200.0,923291131.0,372745,Salamanca,37,SALAMANCA,7,CASTILLA Y LEÓN,037007,0,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,370016.0,N,N,S,,N,gerencia.husa@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pº DE SAN VICENTE, 58-182,Salamanca,037007","Paseo de San Vicente 58, Salamanca, Castilla y León 37007, Spain","(40.9641127, -5.6730016, 0.0)",40.9641127,-5.6730016,0.0
